RCP_SNO,RCP_TTL,CKG_NM,RGTR_ID,RGTR_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_IPDC,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,FIRST_REG_DT
685906,이젠 사먹지 말자! 시판과자 따라잡기~ ☞버터링쿠키☜,버터링쿠키,ymgs1888,뽕브라,7991,2.0,100.0,굽기,간식,밀가루,과자,정말 사먹는 버터링쿠키보다.. 더 맛있던데용~~~ㅎㅎ 이게 바로 홈메이드의 매력인가봐요~ 방부제도 엄꼬... 들어가는 재료도 적고~^0^ 이젠 안사먹으렵니당~~ 우리 모두 사먹지 말고~ 집에서 버터링쿠키 따라잡아 보아요~~,,2인분,중급,60분이내,20080601155951.0
686268,원두젤리,젤리,wine59,마이드림,3042,3.0,46.0,끓이기,손님접대,기타,디저트,원두커피향이 입안에 확~ 퍼지면서 젤리의 부드러움도 함께 느낄 수 있는 원두젤리~ 강추 강추! ,[재료] 한천가루 3g| 조금 진하게 탄 원두커피 450cc| 설탕(기호대로) 적당량,3인분,초급,90분이내,20080602085955.0
686285,홍차젤리,홍차젤리,wine59,마이드림,16359,6.0,220.0,기타,간식,기타,디저트,오늘 내린 홍차에 한천을 넣어 젤리를 만들어보자 싶었죠. 쫀득쫀득 딱 옛날에 먹던 젤리 그 맛이더라구요. 홍차의 향도 그윽하니 좋았구요.,[재료] 한천가루 5그램| 홍차(약간 진하게 내린것) 300cc | 설탕 100그램,2인분,초급,2시간이내,20080602091414.0
686294,간단하게 만들수 있는 포도젤리,포도젤리,wine59,마이드림,6112,2.0,28.0,끓이기,간식,가공식품류,디저트,떡케익과 함께 준비한 포도젤리입니다. 한천으로 만들어도 되지만 손쉽게 만들 수 있도록 개발한 블루메이드로 만들었어요.,[재료] 블루메이드 포도맛 1봉지| 물 400CC| 포도알 2컵| 단호박젤리 약간,3인분,초급,2시간이내,20080602092213.0
686300,저칼로리 사시미곤약쫄면,사시미곤약쫄면,wine59,마이드림,5934,4.0,25.0,비빔,다이어트,가공식품류,면/만두,사시미곤약으로 쫄면처럼 비벼먹어봤어요. 사실 쫄면맛은 초장과 야채 그리고 쫄깃거리는 질감이잖아요. 사시미곤약도 똑같이 쫄깃거리면서 초장맛과 잘 어울리고요. 곤약이 섬유질덩어리이고 칼로리가 아주 낮다는 점이 너무 좋네요.,[재료] 사시미 곤약분말 15그램| 물 1000cc| 보라색 천연색소 1~2mg| 토마토 1개| 양상추 1컵| 삶은계란 1개 [양념] 초고추장(입맛에 맞게 조절) 2스푼,1인분,초급,2시간이내,20080602093651.0
686369,팽이버섯 새콤 하게 무침 으로 드셔보세요~,팽이버섯무침,young4652,물향기,63875,50.0,1178.0,무침,일상,버섯류,밑반찬,어제 만들어 먹은 간단한 레시피.. 새콤 달콤하며 아삭하니 맛이 좋답니다.. 늘 팽이버섯은 찌개나 전골에 넣어만 먹는데.. 깨소스를 만들어 어젠 무침으로 입맛을 돋아 주었답니다..,,3인분,아무나,15분이내,20080602110151.0
686938,포피시드 브레드 ,브레드,tomatosoup,강혜,4564,0.0,85.0,굽기,간식,밀가루,빵,빵반죽에 포피시드도 넣어서 씹는맛도 톡톡튀게 만들었구요. 바게트같이 빵껍질이 바삭바삭하고 속은 촉촉한 프렌치 스타일로 만들었어요. 역시 빵 만드는것은 시간도 오래 걸리고 하지만 사먹는 빵 못지 않은 보람과 맛을 느낄수 있어서 참 좋아요.,[재료] 강력분 250g| 물 150g| 우유 10g| 설탕 30g| 소금 1/2ts| 이스트 5g| 포피시드 1Ts,6인분이상,중급,2시간이상,20080602211218.0
686945,:: 바나나 시나몬 비스코티 ::,시나몬비스코티,tomatosoup,강혜,3514,3.0,26.0,굽기,간식,밀가루,과자,바나나와 시나몬이 들어가 향긋한 비스코티에요. 배고프거나 입이 심심할 때 먹으면 딱인 티푸드 비스코티랍니다.,[재료] 계란 1개| 설탕 50g| 바나나 1개| 박력분 160g| 아몬드가루 30g| 통아몬드 50g| 베이킹파우더 1/2ts| 시나몬가루 5g,6인분이상,중급,2시간이상,20080602212249.0
687223,치킨양파샌드위치,치킨양파샌드위치,wine59,마이드림,10753,13.0,20.0,기타,간식,밀가루,빵,언제나 맛있는 치킨양파샌드위치,[재료] 샌드위치식빵 6장| 토마토 1개| 닭가슴살 2개| 계란 1개| 양파 1/4개| 브로컬리 1줌 [양념] 피클머스터드소스 1/2컵| 소금 0.5작은술| 후춧가루 약간| [양파볶음]| 양파 1개| 소금 1꼬집| 진간장 1큰술| 후춧가루 약간,3인분,초급,60분이내,20080603091850.0
687820,비오는 날엔 부침개 대신 파인애플 꿀호떡과 피자호떡,피자호떡,okwn7,센,11764,11.0,17.0,굽기,간식,밀가루,빵,비오는 날엔 부침개 대신 파인애플 꿀호떡과 피자호떡입니다.,[재료] 호떡믹스 1봉지(프리믹스 396g| 호떡잼믹스 150g| 드라이이스트 4g| 따뜻한 물 260ml(종이컵 1+1/2컵)| 파인애플 4~5조각| 슬라이스치즈 1장(피자치즈 100그램)| 통조림 옥수수 3큰술| 통조림 완두콩 3큰술| 포도씨유 적당히 [양념] 피자소스 1컵,4인분,초급,60분이내,20080603182934.0
687979,★열무로 얼큰하게~~ 열무 된장국~~★,열무된장국,violeta2,미니유니,15835,3.0,63.0,끓이기,일상,채소류,국/탕,안녕하세요? 미니유니입니다. 무엇을 올릴까 고민을 많이 했는데  한국 사람은 역시 얼큰한 국물이 제일 좋을거 같아 열무와 다대기를 만들어 넣어 된장국을 끓여보았습니다.,,4인분,초급,30분이내,20080603231121.0
688113,바질 대신 깻잎으로 깻잎 페스토에 버무린 푸실리 ,푸실리,shriya,문성실,14765,5.0,112.0,기타,일상,쌀,양식,본래 페스토는 짓 이기다 라는 뜻이예요... 원래는 바질을 사용하지만  어린 시금치나 우리 식으로 깻잎을 사용해도 좋답니다... 바질의 향만큼이나 깻잎이 향이 강해서 혹시나 입맛에 맞지 않을까 걱정들 하시는데요~~ 생각만큼 강한 맛은 아니고요... 보통 우리나라 사람들의 파스타를 먹을때 토마토 소스에서 크림소스로.. 그리고 올리브오일을 베이스로 한 파스타로 넘어가기 때문에 그닥 좋아하지 않으시는 분들도 계시긴 할거예요...,[재료] 푸실리 2인분| 물 많이| 굵은 소금 2큰술 [깻잎페스토재료] 깻잎 10장| 잣 2큰술| 마늘 2~3쪽| 올리브오일 7큰술| 소금 적당량| 파마산 치즈나 그라나 빠다노 3큰술| 통후추 간것 적당량,2인분,초급,30분이내,20080604020724.0
688115,햄을 이용한 맛있는 소세지 야채볶음,소세지야채볶음,shriya,문성실,97693,39.0,1065.0,볶음,일상,가공식품류,밑반찬,인기만점 사랑받는 쏘야~~~ 케첩으로만 맛을 냈던 쏘세지 야채볶음에 매콤하게 먹고 싶어서 고추장 소스 버전으로 만들어 보았어요.,[재료] 비엔나 소시지 20개| 양파 큰 것 1/2개| 피망 1/2개| 당근 1/4개| 대파 약간 [양념] 다진 마늘 0.5큰술| 고추장 0.5큰술| 케첩 5큰술| 간장 1큰술| 설탕 0.5큰술| 물엿 3큰술| 후춧가루 약간| 통깨 0.5큰술,3인분,아무나,15분이내,20080604021230.0
688118,햄을 이용한 맛있는 요리~~햄두부덮밥~ ,햄두부덮밥,shriya,문성실,32501,17.0,190.0,볶음,일상,콩/견과류,밥/죽/떡,,,1인분,초급,30분이내,20080604021849.0
688962,브라우니 치즈케이크,브라우니치즈케이크,tomatosoup,강혜,5809,3.0,125.0,굽기,간식,밀가루,빵,약간 쌉쌀달콤한 브라우니와 촉촉하고 새콤한 치즈케이크가 잘 어울려요. 커피빈의 맛난 브라우니 치즈케이크를 좋아하시는 분이라면 사먹지 말고 집에서 만들어 먹는건 어때요? 그맛과 견줄수 없는 색다른 맛을 느낄수가 있어요.,[브라우니] 초콜렛 50g| 버터 40g| 설탕 35g| 달걀 1개| 박력분 35g| 코코아가루 5g| 그뤼에 카카오 [치즈반죽] 크림치즈 250g| 플레인요플레 200g| 생크림 50g| 설탕 70g| 달걀 2개| 옥수수전분 15g,6인분이상,중급,2시간이내,20080604194835.0
689101,무화과 닭갈비,무화과닭갈비,violeta2,미니유니,4084,1.0,13.0,볶음,술안주,닭고기,메인반찬,무화과 때문에 달달한 맛이 느껴지면서 매콤한 닭갈비~ 단맛이 절대 밉지가 않아요.,[재료] 닭 1마리(750g)| 무화과 말린 것 10개| 설탕 1ts(무화과 물에 불릴때 사용)| 당귀잎 5장| 쌈야채 5장| 물 조금| 통깨 조금 [닭 밑간] 간장 4TS| 황설탕 1+1/2TS| 참기름 2TS| 다진 마늘 2TS| 다진 파 2TS [닭볶음] 고추장 4TS| 올리고당 4TS| 맛술 2TS| 생강가루 1+1/2TS| 후추 조금,4인분,초급,60분이내,20080604235833.0
689351,바삭한 탕수만두,탕수만두,hwa202,가시장미,16799,4.0,123.0,튀김,간식,가공식품류,면/만두,겉은 바삭  속살은 부드러운 바삭한 탕수만두입니다.,[재료] 만두 19개| 마른표고버섯 3개| 당근(작은것) 1/3개| 양파 1/4개| 완두콩캔 2TS| 옥수수캔 2TS [녹말물 재료] 녹말가루 1TS| 물 1TS [탕수소스] 진간장 1+1/2TS| 물 150ml| 황설탕 1TS| 현미식초 1TS| 레몬즙 1TS| 소금 약간,4인분,초급,30분이내,20080605100233.0
689360,한국식 돈까스,돈까스,hwa202,가시장미,13659,11.0,47.0,튀김,술안주,돼지고기,메인반찬,아삭거리는 콩나물과 새콤한 신김치와 돈까스랑 잘 어울리겠죠? 한국식 돈까스입니다.,[재료] 돈까스용등심 300g| 신김치 1/4포기| 콩나물 200g| 홍고추 1개| 청고추 1개| 통깨 조금| 튀김가루| 빵가루 적당량| 계란 3개 [양념] 고추장 1TS| 고춧가루 1TS| 진간장 1TS| 청주 1TS| 참기름 1TS| 황설탕 1ts| 깨소슴 1TS| 마늘 4알(다지기),6인분이상,초급,60분이내,20080605101752.0
689388,끓는물에 퐁당~삶아먹는 만두,만두,alsruddk66,밀키,9214,3.0,27.0,삶기,일상,밀가루,면/만두, ,[재료] 돼지살코기간것 600g| 김치 1/2포기| 두부 1모| 파 적당량| 마늘 적당량| 계란 2개| 숙주 500g| 깨 약간| 참기름 5큰술| 소금 1작은술| 후추 1작은술| 만두피 40~50장| 국간장 2큰술| 미림(요리술) 2큰술| 대파 적당량| 멸치다시국물,3인분,초급,30분이내,20080605104505.0
689397,노오븐 레어치즈 케이크,레어치즈케이크,alsruddk66,밀키,15221,5.0,178.0,기타,간식,밀가루,빵,상큼한 레몬크림치즈속에 블루베리크림과 버찌가 들어있는 레어치즈 케이크입니다. 오븐이 없이 만들 수 있어서 모두들 좋아 하시는 레어 치즈케이크를 만들어 봤어요. 모든재료를 술술 섞어서 냉장고에 굳히기만 하면 되는 레어치즈 케이크 입니다. 샤르르 입에서 녹아 없어지는 아이스크림같은 레어치즈 케이크. 레몬의 상큼한맛이 입안을 개운하게 해주는 달콤한 디저트였어요.,[재료] 크림치즈 250g| 생크림 100g| 플레인요구르트 1팩| 설탕 80g| 가루젤라틴 5g(물50ml)| 레몬즙 3T| 오렌지술 2T| 버찌 1줌 | 블루베리 1줌| 비스킷 100g(또는 제누아즈 1장)| 글레이즈 2T,6인분이상,중급,90분이내,20080605105722.0
689403,달콤하고 쫀득한 카누레(Cannele de Borrdeaux),카누레,alsruddk66,밀키,3283,1.0,39.0,굽기,간식,밀가루,빵,프랑스의 보르도 지방의 수도원에서 태어난 오래된 전통 과자 카누레를 만들어 봤어요. 수도원에서는 꿀(밀납)이 많아서 밀납을 녹여 틀에 발라 구웠다고 합니다. 일본에서는 카누레 수요가 많아서 밀납을 소량으로 판다고 합니다만 구할 수 없어서 버터와 설탕을 발라서 구워 봤어요. 겉은 캬라멜화가 되어 바삭하고 쫀득하고 속은 바닐라빈씨가 씹히는 부드러운 커스터드 크림같은 질감의 케이크입니다.,[재료] 우유 500nl| 바닐라빈 1/2개| 계란전란 2개| 노른자 2개| 슈가파우더 또는 설탕 250g| 박력분 100g| 럼주 70ml| 버터 약간| 설탕 약간,6인분이상,중급,2시간이상,20080605110642.0
689415,영양가득 한끼식사~치킨 팟,치킨,alsruddk66,밀키,3674,3.0,25.0,굽기,일상,닭고기,양식,닭고기와 여러가지 야채 콩 치즈가 가득 들어있는 치킨 팟(파이)를 만들어 봤어요 빵을 찍어 먹거나 밥과 함께 먹으면 맛있고 든든한 영양많은 한끼식사 입니다 제가 즐겨보는 요리프로 레이첼 레이의 30분 쿠킹에 나오는 레시피를 수정해서 만들어 봤어요 파이반죽을 밀어 뚜껑을 만들어 구우면 팟파이가 된답니다 저는 피자치즈로 덮어 오븐에 구웠어요 플렌타(Polenta)는 옥수수가루로 만드는 곡물죽을 말하는데 마침 지인께서 옥수수가루를 선물로 주셔서 만들어 봤어요 요리를 양파베이글에 올려서 나이프와 포크로 칼질 하면서 먹었답니다~^^*,,3인분,초급,30분이내,20080605112646.0
689426,담백한 건강반찬..,연근전,young4652,물향기,35283,34.0,113.0,부침,영양식,채소류,밑반찬,밤새 비가 내리더니 제법 싸늘한 아침을 맞이 했네요~ 여름 냄새가 물씬 나야할텐데..비가 자주 내리는걸요~ 비오면 지글지글 부침개 생각이 절로~^^ 겨울엔 따뜻한 아랫목에서 여름엔 대청마루에서 앉아 엄마가 부쳐주시던 부추전에 김치전.배추전.. 손으로 쭉쭉 찢어 먹던 생각이 나요~ 비두 오고...그럼 지글지글...부침개 만들어 먹어야죠~ㅋㅌ 오늘 준비한 레시피는 언젠가 배우게 된 녹말이 풍부한 연근으로 만든 연근전입니다.. 아토피성 피부염에두 좋아요~ 간단한 레시피라 이웃님들도 금방 따라 하실수 있어요~,,3인분,초급,60분이내,20080605113850.0
690100,두부로 만든 찌개+조림의 합체!!~~두부지짐찌개~ ,두부지짐찌개,shriya,문성실,54709,79.0,602.0,끓이기,일상,콩/견과류,찌개,두부는 늘 있는데  찌개나 국도 끓이기 싫고... 뭔가 훌훌 잘 넘어가면서 맛있는 그런 음식이 필요해서 찌개와 조림의 중간 단계인 두부지짐찌개를 만들어 먹었지요... 한번 해서 맛있으면 연신 몇일을 올리는지라...(여러분들도 그렇지 않으세용~~? ㅋㅋ) 한 3차례는 해서 먹었는데  남편도 아이들도 참으로 잘 먹더라고요... 두부 한 모 사서 한냄비 해서... 그냥 냄비나 뚝배기 채로 내면.... 이 두부지짐찌개 하나만으로도 밥 한그릇 뚝딱...!!,,3인분,아무나,30분이내,20080605230339.0
690101,씹히는 맛이 좋고나~~마늘종볶음~ ,마늘종볶음,shriya,문성실,173449,20.0,404.0,볶음,일상,채소류,밑반찬,어려서는 죽어라고 안먹던 반찬이었는데 요새는 일부러 제가 먹고 싶어서 자주 해서 먹게 되는 반찬입니다. 마늘종은 보통 다른 재료들과 같이 섞어서 많이들 볶아 드시더라고요. 새우를 넣거나  멸치  또는 마른 반찬 종류들과 함께요. 저는 그냥 마늘종만 달랑 볶아 보았습니다^^,,4인분,초급,30분이내,20080605231008.0
690873,속이 노오란 카레두부햄버거,카레두부햄버거,hwa202,가시장미,3996,2.0,16.0,굽기,간식,밀가루,빵,카레가루가 들어가 향이 좋은 고소하고 푸짐한 카레두부햄버거입니다. 건강하게 집에서 만드는 햄버거라 아이들 간식으로 좋습니다.,[재료] 두부 1모| 돼지고기간것 100g| 청피망 1/2개| 빨강파프리카 1/2개| 노랑파프리카 1/2개| 양파 1/2개| 카레가루 2TS| 빵가루 2TS| 녹말가루 1TS| 계란 1개| 슬라이스햄 6장| 햄버거빵 6개| 양상추 조금| 토마토 1개 [양념] 마늘 3알(다지기)| 버터 2TS| 소금 1/2TS| 후춧가루 약간 | 오일 조금| 머스타드소스 조금,3인분,초급,60분이내,20080606235040.0
690962,★오이도 볶아보아요~ 오이숙 장아찌~~★ ,오이숙장아찌,violeta2,미니유니,6420,3.0,21.0,절임,일상,채소류,밑반찬,오이숙 장아찌~ 오이를 생으로 먹거나 무쳐서만 먹어봤지 볶아서 먹어보진 못했는데 한식과정을 하면서 배웠네요 아삭하니 맛있고 다른 재료랑 먹는 재미도 있답니다 오이숙 장아찌 보세요 ~~,,3인분,아무나,30분이내,20080607020346.0
691033,감자핫케익,감자핫케익,wine59,마이드림,9024,11.0,34.0,부침,초스피드,밀가루,빵,도저히 밥할 기운이 나지 않아 후다닥 만든 감자핫케익입니다.,[재료] 감자 2개| 계란 2개| 밀가루 2큰술| 소금 0.5작은술 [양념] 요구르트 1컵| 생크림 약간| 딸기꽁포트 3큰술,3인분,초급,30분이내,20080607092221.0
691694,단호박 카망베르 치즈케이크,단호박치즈케이크,alsruddk66,밀키,4752,1.0,49.0,굽기,간식,밀가루,빵,카망베르(까망베르)치즈와 단호박이 만난 달콤하고 고소하고 부드러운 치즈케이크를 만들어 봤어요 제생일 케익을 제가 만드는건 재미없는 일이지만 생일을 축하해주러온 친정식구들에게 일년동안 갈고 닦은^^ 베이킹실력을 평가받는 기분으로 정성스럽게 만들어봤답니다 치즈케익틀 제일큰 팬에 구웠지만 그자리에서 모두 없어져서 흐뭇했답니다~^^*,,4인분,초급,60분이내,20080608021744.0
691701,롤케이크와 파운드 케이크의 만남,롤케이크,alsruddk66,밀키,3703,1.0,51.0,굽기,간식,밀가루,빵,롤케이크와 파운드 케이크의 만남 독큭한 케이크입니다.,[롤케이크 재료] 박력분 70g| 계란 3개(160g)| 설탕 60g| 우유 15g| 꿀 15g| 버터 15g| 녹차가루 2ts [파운드케이크 재료] 버터 250g| 설탕 150g| 박력분 350g| 계란 3개| 베이킹파우더 2ts| 소금 조금 [장식 재료] 건과일| 오렌지술 2T| 레몬액기스 1ts| 꿀 1T| 설탕 1T| 접착용꿀or살구쨈 조금| 슈가파우더1큰술| 아몬드슬라이스1줌,6인분이상,초급,90분이내,20080608022856.0
692044,생크림 얼그레이 스콘 ,생크림얼그레이스콘,tomatosoup,강혜,5551,1.0,72.0,굽기,간식,밀가루,빵,버터대신 생크림을 넣고 얼그레이를 넣고 부담없이 가볍게 만들어본 얼그레이 스콘이에요. 재료도 간단하고 과정도 엄청 간단한데 무지무지 맛있어요.,[재료] 생크림 220g| 설탕 25g| 소금 약간| 박력분 300g| 베이킹파우더 6g| 얼그레이 12g,6인분이상,중급,90분이내,20080608172329.0
